Cycle | genre,work,witness,siecle,date,langue,nature,nature_descrip.,bibliotheque,localisation,latitude,longitude,cote,ville_imprimeur,auteur,obs.,philobiblon_id,copie_numerisee
"Ciclo carolingio, Espejo de caballerías  Libro I",Roldán,"Espejo de cauallerias en el qual se veran los grandes fechos y espantosas auenturas que el conde don Roldan por amores de Angelica la bella, hija del ret Balafrõ acabo & las grandes & muy fermosas caualleroas que don Renaldo de montaluã yy la alta Marfisa & los paladines fizieron ...",,1533,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R/2533,"Sevilla, Juan Cromberger, 1533.",Pedro Lopez de Santa Catalina,,,https://bdh-rd.bne.es/viewer.vm?id=0000012404&page=1
"Ciclo carolingio, Espejo de caballerías  Libro I",Roldán,Espejo de cauallerías en el qual se trata de los fechos del co[n]de do[n] Rolda[n] y de don Reynaldos,,1545,castillan,imprimé,,Biblioteca de Catalunya,Barcelone,,,Bon. 8-IV-14,"Sevilla, en casa de Juan Cromberger, 1545.",Pedro Lopez de Santa Catalina,,,https://books.google.fr/books?id=VJDiPmEsXmsC&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
"Ciclo carolingio, Espejo de caballerías  Libro I",Roldán,Espejo de cauallerías en el qual se trata de los fechos del co[n]de do[n] Rolda[n] y de don Reynaldos,,1545,castillan,imprimé,,Bibliotheque Nationale de France,Paris,,,,"Sevilla, en casa de Juan Cromberger, 1545.",Pedro Lopez de Santa Catalina,,,
"Ciclo carolingio, Espejo de caballerías  Libro II",Roldán,Libro segundo del espejo de cavallerias que trata de los amores de don Roldan con Angelica la bella,,1549,castillan,imprimé,,Bayerische Staatsbibliothek,Muniche,,,2 P o hisp 19,"Sevilla, Jácome Cromberger, 1549.",Pedro Lopez de Santa Catalina,,,
"Ciclo carolingio, Espejo de caballerías  Libro II",Roldán,Libro segundo del espejo de cavallerias que trata de los amores de don Roldan con Angelica la bella,,1549,castillan,imprimé,,Bibliotheque Nationale de France,Paris,,,Rés. Y2.216(2),"Sevilla, Jácome Cromberger, 1549.",Pedro Lopez de Santa Catalina,,,
"Ciclo carolingio, Espejo de caballerías  Libro I",,,,1551,castillan,imprimé,,Bayerische Staatsbibliothek,Muniche,,,2.P.o.hisp.19 ,"Sevilla, Jácome Cromberger, 1551.",Pedro Lopez de Santa Catalina,,,
,,,,,,,,,,,,,,,,,
"Ciclo carolingio, Espejo de caballerías  Libro III",Roselao de Grecia,,,1547,castillan,imprimé,,Williams College,"Williamstown, Massachusetts",,,,"Toledo: Juan de Ayala, «a costa de Diego López», 1547",Pedro de Reinosa,,,
"Ciclo carolingio, Espejo de caballerías  Libro III",Roselao de Grecia,,,1550,castillan,imprimé,,Bayerische Staatsbibliothek,Muniche,,,2.o P.o.hisp.19,"Sevilla: Jácome Crómberger, 1550",Pedro de Reinosa,,,
"Ciclo carolingio, Espejo de caballerías  Libro III",Roselao de Grecia,,,1550,castillan,imprimé,,Bibliotheque Nationale de France,Paris,,,Rés. Y2 216,"Sevilla: Jácome Crómberger, 1550",Pedro de Reinosa,,,
"Ciclo carolingio, Espejo de caballerías  Libro III",Roselao de Grecia,,,1586,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-11344,"Medina del Campo: Francisco del Canto, a costa de Juan Boyer, 1586 (colofón: 1585)",Pedro de Reinosa,,,
"Ciclo carolingio, Espejo de caballerías  Libro III",Roselao de Grecia,,,1586,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-24903,"Medina del Campo: Francisco del Canto, a costa de Juan Boyer, 1586 (colofón: 1585)",Pedro de Reinosa,,,
"Ciclo carolingio, Espejo de caballerías  Libro III",Roselao de Grecia,,,1586,castillan,imprimé,, Biblioteca de José Antonio Pascual de Tejares,Salamanque,,,,"Medina del Campo: Francisco del Canto, a costa de Juan Boyer, 1586 (colofón: 1585)",Pedro de Reinosa,,,
"Ciclo carolingio, Espejo de caballerías  Libro III",Roselao de Grecia,,,1586,castillan,imprimé,,Biblioteca  Universitaria ,Valencia,,,R-1/159,"Medina del Campo: Francisco del Canto, a costa de Juan Boyer, 1586 (colofón: 1585)",Pedro de Reinosa,,,
"Ciclo carolingio, Espejo de caballerías  Libro III",Roselao de Grecia,,,1586,castillan,imprimé,,Biblioteca Nacional,Buenos Aires,,,526 F.D.,"Medina del Campo: Francisco del Canto, a costa de Juan Boyer, 1586 (colofón: 1585)",Pedro de Reinosa,,,
"Ciclo carolingio, Espejo de caballerías  Libro III",Roselao de Grecia,,,1586,castillan,imprimé,,British Library,Londres,,,G.10240,"Medina del Campo: Francisco del Canto, a costa de Juan Boyer, 1586 (colofón: 1585)",Pedro de Reinosa,,,
"Ciclo carolingio, Espejo de caballerías  Libro III",Roselao de Grecia,,,1586,castillan,imprimé,,Bibliotheque Mazarine,Paris,,,307a,"Medina del Campo: Francisco del Canto, a costa de Juan Boyer, 1586 (colofón: 1585)",Pedro de Reinosa,,,
"Ciclo carolingio, Espejo de caballerías  Libro III",Roselao de Grecia,,,1586,castillan,imprimé,,Bibliotheque Nationale de France,Paris,,,Rés. Y2 220,"Medina del Campo: Francisco del Canto, a costa de Juan Boyer, 1586 (colofón: 1585)",Pedro de Reinosa,,,
"Ciclo carolingio, Espejo de caballerías  Libro III",Roselao de Grecia,,,1586,castillan,imprimé,,Bibliotheque Nationale de France,Paris,,, Y2 223,"Medina del Campo: Francisco del Canto, a costa de Juan Boyer, 1586 (colofón: 1585)",Pedro de Reinosa,,,
"Ciclo carolingio, Espejo de caballerías  Libro III",Roselao de Grecia,,,1586,castillan,imprimé,,Osterreichische Nationalbibliothek ,Vienne,,,40.R.29,"Medina del Campo: Francisco del Canto, a costa de Juan Boyer, 1586 (colofón: 1585)",Pedro de Reinosa,,,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1555,castillan,imprimé,,Niedersächsische Staats und Universitätsbibliothek,Göttingen,,,4.o Fab.Rom.II 112,"Zaragoza: Esteban de Nájera, 1555.",Diego Ortúñez de Calahorra,,,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1555,castillan,imprimé,,Bayerische Staatsbibliothek,Muniche,,,2.o P.o.hisp.11,"Zaragoza: Esteban de Nájera, 1555.",Diego Ortúñez de Calahorra,,,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1562,castillan,imprimé,,Hispanic Society Museum and Library,New York,,,,"Zaragoza: Miguel de Guesa, 1562",Diego Ortúñez de Calahorra,,,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1572,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-i-23,"Zaragoza: Juan Soler, a costa de Pedro Ibarra",Diego Ortúñez de Calahorra,,,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1572,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-i-31,"Zaragoza: Juan Soler, a costa de Pedro Ibarra",Diego Ortúñez de Calahorra,,,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1580,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-11339,"Alcalá de Henares: Juan Íñiguez de Lequerica, a costa de Blas de Robles y Diego de Jaramillo, 1580.",Diego Ortúñez de Calahorra,,,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1580,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-11340,"Alcalá de Henares: Juan Íñiguez de Lequerica, a costa de Blas de Robles y Diego de Jaramillo, 1580.",Diego Ortúñez de Calahorra,(junto a la Segunda Parte),,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1580,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-11341,"Alcalá de Henares: Juan Íñiguez de Lequerica, a costa de Blas de Robles y Diego de Jaramillo, 1580.",Diego Ortúñez de Calahorra,(junto a parte II),,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1580,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-15801,"Alcalá de Henares: Juan Íñiguez de Lequerica, a costa de Blas de Robles y Diego de Jaramillo, 1580.",Diego Ortúñez de Calahorra,,,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1580,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-15802,"Alcalá de Henares: Juan Íñiguez de Lequerica, a costa de Blas de Robles y Diego de Jaramillo, 1580.",Diego Ortúñez de Calahorra,"(junto a la Segunda Parte, Zaragoza, 1581)",,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1580,castillan,imprimé,,Biblioteca Nazionale Braidense,Milan,,,26.7G.36,"Alcalá de Henares: Juan Íñiguez de Lequerica, a costa de Blas de Robles y Diego de Jaramillo, 1580.",Diego Ortúñez de Calahorra,,,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1583,castillan,imprimé,,Real Biblioteca del Monasterio de San Lorenzo de El Escorial,Madrid,,,M-10-I-13,"Medina del Campo: Francisco del Canto, a costa de Juan Boyer, 1583",Diego Ortúñez de Calahorra,,,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1585,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-2483,"Valladolid: Diego Fernández de Córdoba, 1585 (colofón, 1586)",Diego Ortúñez de Calahorra,,,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1585,castillan,imprimé,,Real Biblioteca,Madrid,,,I/C/83,"Valladolid: Diego Fernández de Córdoba, 1585 (colofón, 1586)",Diego Ortúñez de Calahorra,,,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1585,castillan,imprimé,,British Library,Londres,,,G.10264(1),"Valladolid: Diego Fernández de Córdoba, 1585 (colofón, 1586)",Diego Ortúñez de Calahorra,,,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1585,castillan,imprimé,, Kenneth Rapoport,"Middletown, Orange County, New York",,,,"Valladolid: Diego Fernández de Córdoba, 1585 (colofón, 1586)",Diego Ortúñez de Calahorra,"(el ejemplar que era de Thomas Phillipps y después de Oliverio Girondo, encuadernado junto a la edición de la Segunda Parte de 1586)",,
"Espeio de principes, Parte I",El Caballero del Febo,"Espeio de principes y caualleros en el qual en tres libros se cuentan los inmortales hechos del Cauallero del Febo y de su hermano Rosicler, hijos del grande Emperador Trebacio : con las altas cauallerias y muy estraños amores de la muy hermosa y estremada Princesa Claridina, y de otros altos principes y caualleros ...",,1585,castillan,imprimé,,Bibliotheque Mazarine,Paris,,,Rés. 367A(1),"Valladolid: Diego Fernández de Córdoba, 1585 (colofón, 1586)",Diego Ortúñez de Calahorra,,,
"Espeio de principes, Parte II",Espejo de principes y cavalleros,,,1580,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-11339,"Alcalá de Henares: Juan Íñiguez de Lequerica, a costa de Blasde Robles y Diego de Jaramillo, 1580 (colofón: 1581)",Pedro de la Sierra  Infanzón,(junto a la Primera Parte),,
"Espeio de principes, Parte II",Espejo de principes y cavalleros,,,1580,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-11340,"Alcalá de Henares: Juan Íñiguez de Lequerica, a costa de Blasde Robles y Diego de Jaramillo, 1580 (colofón: 1581)",Pedro de la Sierra  Infanzón,(junto a la Primera Parte),,
"Espeio de principes, Parte II",Espejo de principes y cavalleros,,,1580,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-11341,"Alcalá de Henares: Juan Íñiguez de Lequerica, a costa de Blasde Robles y Diego de Jaramillo, 1580 (colofón: 1581)",Pedro de la Sierra  Infanzón,(junto a la Primera Parte),,
"Espeio de principes, Parte II",Espejo de principes y cavalleros,,,1580,castillan,imprimé,,Biblioteca nazionale Braidense,Milan,,,26.7G.36,"Alcalá de Henares: Juan Íñiguez de Lequerica, a costa de Blasde Robles y Diego de Jaramillo, 1580 (colofón: 1581)",Pedro de la Sierra  Infanzón,,,
"Espeio de principes, Parte II",Espejo de principes y cavalleros,,,1580,castillan,imprimé,,Bayerische Staatsbibliothek,Muniche,,,2 P.o.hisp. 11 k,"Alcalá de Henares: Juan Íñiguez de Lequerica, a costa de Blasde Robles y Diego de Jaramillo, 1580 (colofón: 1581)",Pedro de la Sierra  Infanzón,,,
"Espeio de principes, Parte II",Espejo de principes y cavalleros,,,1580,castillan,imprimé,,"Houghton Library, Harvard University","Cambridge, Massachusetts",,,*43-872,"Alcalá de Henares: Juan Íñiguez de Lequerica, a costa de Blasde Robles y Diego de Jaramillo, 1580 (colofón: 1581)",Pedro de la Sierra  Infanzón,,,
"Espeio de principes, Parte II",,,,1581,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-15802,"Zaragoza: en casa de Juan Soler («véndense en casa deFrancisco Simón»), 1581",Pedro de la Sierra  Infanzón,"(encuadernado junto a la Primera Parte, Alcalá de Henares, 1580)",,
"Espeio de principes, Parte II",,,,1585,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-2483,"Valladolid: en casa de Diego Fernández de Córdoba, 1585 (colofón: 1586)",Pedro de la Sierra  Infanzón,,,
"Espeio de principes, Parte II",,,,1585,castillan,imprimé,,Real Biblioteca,Madrid,,,I/C/84,"Valladolid: en casa de Diego Fernández de Córdoba, 1585 (colofón: 1586)",Pedro de la Sierra  Infanzón,,,
"Espeio de principes, Parte II",,,,1585,castillan,imprimé,,British Library,Londres,,,G.10264(2),"Valladolid: en casa de Diego Fernández de Córdoba, 1585 (colofón: 1586)",Pedro de la Sierra  Infanzón,,,
"Espeio de principes, Parte II",,,,1585,castillan,imprimé,,Bibliotheque Mazarine,Paris,,,Rés. 367A (2),"Valladolid: en casa de Diego Fernández de Córdoba, 1585 (colofón: 1586)",Pedro de la Sierra  Infanzón,,,
"Espeio de principes, Parte II",,,,1585,castillan,imprimé,, Kenneth Rapoport,"Middletown, Orange County, New York",,,,"Valladolid: en casa de Diego Fernández de Córdoba, 1585 (colofón: 1586)",Pedro de la Sierra  Infanzón,"(el ejemplar que era de Thomas Phillipps y después de Oliverio Girondo, encuadernado junto a la edición de la Segunda Parte de 1586)",,
"Espeio de principes, Partes III [-IV]",,,,1587,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-15803,"Alcalá de Henares: Juan Íñiguez de Lequerica, 1587.",Marcos Martínez,,,
"Espeio de principes, Partes III [-IV]",,,,1587,castillan,imprimé,,Biblioteca de Menéndez Pelayo,Santander,,,1198,"Alcalá de Henares: Juan Íñiguez de Lequerica, 1587.",Marcos Martínez,,,
"Espeio de principes, Partes III [-IV]",,,,1587,castillan,imprimé,,Universitätsbibliothek,Mannheim,,,,"Alcalá de Henares: Juan Íñiguez de Lequerica, 1587.",Marcos Martínez,,,
"Espeio de principes, Partes III [-IV]",,,,1587,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-11342,"Alcalá de Henares: Juan Íñiguez de Lequerica, «a costa de Diego Martínez, mercader de libros», 1587 (colofón: 1588).",Marcos Martínez,,,
"Espeio de principes, Partes III [-IV]",,,,1587,castillan,imprimé,,Real Biblioteca,Madrid,,,I/C/85,"Alcalá de Henares: Juan Íñiguez de Lequerica, «a costa de Diego Martínez, mercader de libros», 1587 (colofón: 1588).",Marcos Martínez,,,
"Espeio de principes, Partes III [-IV]",,,,1587,castillan,imprimé,,Real Biblioteca,Madrid,,,I/C/86,"Alcalá de Henares: Juan Íñiguez de Lequerica, «a costa de Diego Martínez, mercader de libros», 1587 (colofón: 1588).",Marcos Martínez,,,
"Espeio de principes, Partes III [-IV]",,,,1587,castillan,imprimé,,Osterreichische Nationalbibliothek ,Vienne,,,40.R.30,"Alcalá de Henares: Juan Íñiguez de Lequerica, «a costa de Diego Martínez, mercader de libros», 1587 (colofón: 1588).",Marcos Martínez,,,
"Espeio de principes, Parte V",,,,,castillan,manuscrit,,Biblioteca Nacional de España,Madrid,,,13137 (olim Dd.159),,,,,
pliego suelto,,Despues que los griegos destruyeron a Troya. Eneas que era troyano truxo las estatuas de los dioses porque no se quemassen,,1530,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R/9422,"[Burgos, Juan de Junta, circa 1530-1535].",,,,
,Febo el Troyano,Dechado y remate de grandes hazanas donde se cuentan los immortales hechos del cavallero del Febo de Troyano,,1576,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-2093,"Barcelona: en casa de Pedro Malo, 1576.",Esteban de Corbera.,plagio parcial de la Parte I de Espejo de príncipes y caballeros,,
,Febo el Troyano,Dechado y remate de grandes hazanas donde se cuentan los immortales hechos del cavallero del Febo de Troyano,,1576,castillan,imprimé,,British Library,Londres,,,12491.1.32,"Barcelona: en casa de Pedro Malo, 1576.",Esteban de Corbera.,mauvais etat,,
,Febo el Troyano,Dechado y remate de grandes hazanas donde se cuentan los immortales hechos del cavallero del Febo de Troyano,,1576,castillan,imprimé,,Hispanic Society Museum and Library,New York,,,,"Barcelona: en casa de Pedro Malo, 1576.",Esteban de Corbera.,,,
,Félix Magno (Libro III),Los cuatro libros del valerosísimo caballero Félix Magno,,1543,castillan,imprimé,,Osterreichische Nationalbibliothek ,Vienne,,,40.R.24,"Sevilla: Sebastián Trugillo, 1543",anonyme,"Libro III solamente y la última hoja manuscrita y con anotaciones,",,
,Félix Magno (sólo los libros I-II),Los cuatro libros del valerosísimo caballero Félix Magno,,1549,castillan,imprimé,,Biblioteca de Catalunya,Barcelone,,,Bon 9-III-8,"Sevilla: en casa de Sebastián Trugillo, 1549",anonyme,,,
,Félix Magno,Los cuatro libros del valerosísimo caballero Félix Magno,,1549,castillan,imprimé,,British Library,Londres,,,C.63.l.3,"Sevilla: en casa de Sebastián Trugillo, 1549",anonyme,,,
,Félix Magno,Los cuatro libros del valerosísimo caballero Félix Magno,,1549,castillan,imprimé,,Biblioteca Estense Universitaria ,Modène ,,,α.&.5.1,"Sevilla: en casa de Sebastián Trugillo, 1549",anonyme,,,
,Félix Magno,Los cuatro libros del valerosísimo caballero Félix Magno,,1549,castillan,imprimé,,"Biblioteca Nazionale di Napoli ""Vittorio Emanuele III""",Naples,,,S.Q.XXX.C.148,"Sevilla: en casa de Sebastián Trugillo, 1549",anonyme,,,
,Félix Magno,Los cuatro libros del valerosísimo caballero Félix Magno,,1549,castillan,imprimé,,Bibliotheque Mazarine,Paris,,,Rés. 372,"Sevilla: en casa de Sebastián Trugillo, 1549",anonyme,,,
,Felixmarte de Hircania,Parte primera de la grande historia del muy animoso y esforzado Príncipe Felixmarte de Hircania y de su extraño nacimiento,,1556,castillan,imprimé,,Biblioteca de Catalunya,Barcelone,,,Bon 8-III-15,"Valladolid: Francisco Fernández de Córdoba, 1556.",Melchor Ortega,,,
,Felixmarte de Hircania,Parte primera de la grande historia del muy animoso y esforzado Príncipe Felixmarte de Hircania y de su extraño nacimiento,,1556,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-10884,"Valladolid: Francisco Fernández de Córdoba, 1556.",Melchor Ortega,,,
,Felixmarte de Hircania,Parte primera de la grande historia del muy animoso y esforzado Príncipe Felixmarte de Hircania y de su extraño nacimiento,,1556,castillan,imprimé,,Real Biblioteca,Madrid,,,I/C/97,"Valladolid: Francisco Fernández de Córdoba, 1556.",Melchor Ortega,,,
,Felixmarte de Hircania,Parte primera de la grande historia del muy animoso y esforzado Príncipe Felixmarte de Hircania y de su extraño nacimiento,,1556,castillan,imprimé,,Bibliotheque Nationale de France,Paris,,,Rés. Y2 252,"Valladolid: Francisco Fernández de Córdoba, 1556.",Melchor Ortega,,,
,Felixmarte de Hircania,Parte primera de la grande historia del muy animoso y esforzado Príncipe Felixmarte de Hircania y de su extraño nacimiento,,1556,castillan,imprimé,,British Library,Londres,,,C.57.g.25,"Valladolid: Francisco Fernández de Córdoba, 1556.",Melchor Ortega,Con la fecha de 1557 en la portada,,
,Felixmarte de Hircania,Parte primera de la grande historia del muy animoso y esforzado Príncipe Felixmarte de Hircania y de su extraño nacimiento,finales del siglo xvi,,castillan,manuscrit,,Biblioteca Nacional de España,Madrid,,,ms. 22668,,Melchor Ortega,Se trata de una copia de finales del siglo XVI de la edición de 1556,,
,Philesbián de Candaria ,"Libro primero del muy noble y esforzado caballero don Philesbián de Candaria, hijo del noble rey don Felinis de Ungría y de la Reyna Florisena: el cual libro cuenta todas las hazañas y aventuras que acabó el rey Felinis su padre",,1542,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-34801,"Medina del Campo: [editor desconocido], 1542",anonyme,,,
,,,siglo XVI,,castillan,manuscrit,,Biblioteca Francisco de Zabálburu,Madrid,,,ms. 73-240,,,reelaboración del libro primero de Clarisel de las Flores.,,
,Flor de caballerías (Belinflor de Grecia),,,1599,castillan,manuscrit,,Real Biblioteca,Madrid,,,II/3060,,Francisco de Barahona,,,
"(I parte, libros I-III)",Florambel de Lucea,La primera parte de la coronica del imbençible caballero don Florambel de Luçea: hijo del  esforçado  rey Florineo de Escocia,,1532,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R/4355,"Valladolid: Nicolás Tierri, 1532",Francisco Enciso de Zárate,,,
"(I parte, libros I-III)",Florambel de Lucea,La primera parte de la coronica del imbençible caballero don Florambel de Luçea: hijo del  esforçado  rey Florineo de Escocia,,1548,castillan,imprimé,,Biblioteca de Menéndez Pelayo,Santander,,,239,"Sevilla: Antón Álvarez, 1548",Francisco Enciso de Zárate,,,
"(I parte, libros I-III)",Florambel de Lucea,La primera parte de la coronica del imbençible caballero don Florambel de Luçea: hijo del  esforçado  rey Florineo de Escocia,,1548,castillan,imprimé,,British Library,Londres,,,C.39.h.2,"Sevilla: Antón Álvarez, 1548",Francisco Enciso de Zárate,,,
"(II parte, libros IV-V)",Florambel de Lucea,La segonda parte de la coronica del imbençible caballero don Florambel de Luçea: hijo del  esforçado  rey Florineo de Escocia,,1532,castillan,imprimé,,Osterreichische Nationalbibliothek ,Vienne,,,C.P.2.C.9,,Francisco Enciso de Zárate,,,
"(II parte, libros IV-V)",Florambel de Lucea,La segonda parte de la coronica del imbençible caballero don Florambel de Luçea: hijo del  esforçado  rey Florineo de Escocia,,1548,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-34803,"Sevilla: Andrés de Burgos, 1548 (colofón: 1549)",Francisco Enciso de Zárate,,,
"(II parte, libros IV-V)",Florambel de Lucea,La segonda parte de la coronica del imbençible caballero don Florambel de Luçea: hijo del  esforçado  rey Florineo de Escocia,,1548,castillan,imprimé,,Biblioteca Nacional de Portugal,Lisbonne,,,Res. 222,"Sevilla: Andrés de Burgos, 1548 (colofón: 1549)",Francisco Enciso de Zárate,,,
"(III parte, libros VI-VII)",Florambel de Lucea,Terçera parte de la historia del imbençible caballero don Florambel de Luçea emperador de Alemania,finales del siglo XVI,,castillan,manuscrit,,Biblioteca Nacional de España,Madrid,,,ms. 9424,,,,,
"(III parte, libros VI-VII)",Florambel de Lucea,Terçera parte de la historia del imbençible caballero don Florambel de Luçea emperador de Alemania,finales del siglo XVI,,castillan,manuscrit,,Real Biblioteca,Madrid,,,II/3285,,,,,
,Florando de Inglaterra,"Corónica del valiente y esforzado príncipe don Florando de Inglatierra, hijo del noble y esforzado príncipe Paladiano, en que se cuentan las grandes y maravillosas aventuras a que dio fin por amores de la hermosa princesa Roselinda, hija del emperador de Roma.",,1545,castillan,imprimé,,Biblioteca Nacional de España,Madrid,,,R-589,"Lisboa: Germán Gallarde, 1545 (primera y segunda partes, 20 de febrero; tercera parte, 20 de abril)",,,,
,Florando de Inglaterra,"Corónica del valiente y esforzado príncipe don Florando de Inglatierra, hijo del noble y esforzado príncipe Paladiano, en que se cuentan las grandes y maravillosas aventuras a que dio fin por amores de la hermosa princesa Roselinda, hija del emperador de Roma.",,1545,castillan,imprimé,,"Harvard University, Houghton Library","Cambridge, Massachusetts",,,,"Lisboa: Germán Gallarde, 1545 (primera y segunda partes, 20 de febrero; tercera parte, 20 de abril)",,,,
